time,close
2014-01-01,1827813.4057661
2014-01-02,3676850.62812701
2014-01-03,3812493.21896947
2014-01-04,11717526.9923261
2014-01-05,7397455.85388424
2014-01-06,3303587.77129557
2014-01-07,3950145.41832598
2014-01-08,6171410.1907105
2014-01-09,2558502.45815662
2014-01-10,1938271.65660543
2014-01-11,13575477.8220675
2014-01-12,5101490.418668
2014-01-13,2574176.34360466
2014-01-14,8027619.40355897
2014-01-15,4699449.43839619
2014-01-16,4269908.05216826
2014-01-17,2432468.96301321
2014-01-18,1759347.33728663
2014-01-19,5311755.18220752
2014-01-20,3179733.51038402
2014-01-21,3207207.18372235
2014-01-22,5235225.52040725
2014-01-23,1952649.00902988
2014-01-24,4642467.36832274
2014-01-25,3532003.00025723
2014-01-26,1547438.5661477
2014-01-27,4719892.3422445
2014-01-28,2659712.20362054
2014-01-29,4086989.02833278
2014-01-30,3471942.94318414
2014-01-31,1815478.07392166
2014-02-01,4166745.42354963
2014-02-02,2135541.88184635
2014-02-03,1590756.24482375
2014-02-04,4026439.34474288
2014-02-05,14579275.4858936
2014-02-06,8308346.31228697
2014-02-07,4541634.59562329
2014-02-08,2756856.14722021
2014-02-09,2651201.60587384
2014-02-10,5413996.80453892
2014-02-11,4600428.05346991
2014-02-12,5335719.52322402
2014-02-13,2764886.30417023
2014-02-14,3516994.94635386
2014-02-15,2473170.57060062
2014-02-16,3729387.15058107
2014-02-17,2116924.81739156
2014-02-18,8294600.65232822
2014-02-19,2185101.92390217
2014-02-20,6034005.98095949
2014-02-21,3075560.71428889
2014-02-22,1316184.82021011
2014-02-23,3241024.61598885
2014-02-24,4316703.16016835
2014-02-25,12764940.7510572
2014-02-26,2522096.84924509
2014-02-27,2751063.25310849
2014-02-28,10987052.8410048
2014-03-01,11981982.7286142
2014-03-02,3246658.33091332
2014-03-03,5630480.36756083
2014-03-04,3437316.54547931
2014-03-05,5499728.58846141
2014-03-06,3604387.24482597
2014-03-07,172341223.822504
2014-03-08,3446623.04701665
2014-03-09,102425175.513381
2014-03-10,14818795.309055
2014-03-11,5269479.24147334
2014-03-12,6993419.71545503
2014-03-13,3453263.23563289
2014-03-14,1745176.75497556
2014-03-15,1708017.64670129
2014-03-16,1994963.66864332
2014-03-17,2675731.18133945
2014-03-18,5667245.54292214
2014-03-19,6174075.58846521
2014-03-20,6110023.65169832
2014-03-21,12481839.5323943
2014-03-22,4887137.24727249
2014-03-23,1491942.19734571
2014-03-24,3710125.2919498
2014-03-25,3099220.23141633
2014-03-26,2322860.34759176
2014-03-27,5703173.48627182
2014-03-28,5685429.67037557
2014-03-29,2352860.77175009
2014-03-30,3658177.1588681
2014-03-31,3503526.34889838
2014-04-01,2490929.60136287
2014-04-02,2432167.96491617
2014-04-03,13110515.9368821
2014-04-04,1338397.65310434
2014-04-05,11110608.121117
2014-04-06,7563958.73963294
2014-04-07,1782953.14841528
2014-04-08,1242424.24468055
2014-04-09,8199452.55242324
2014-04-10,7726262.16843353
2014-04-11,4858968.91888907
2014-04-12,947108.561367224
2014-04-13,1482849.55104009
2014-04-14,2627918.23798346
2014-04-15,2572960.99688917
2014-04-16,17763515.5114421
2014-04-17,5396270.84173814
2014-04-18,2320264.56481415
2014-04-19,820001.94057693
2014-04-20,2528453.21662583
2014-04-21,1693307.50798996
2014-04-22,2958519.04772089
2014-04-23,5344968.03530801
2014-04-24,2808167.76615404
2014-04-25,2104003.18510346
2014-04-26,1305365.24075222
2014-04-27,1564120.95043792
2014-04-28,2344195.8919402
2014-04-29,3330745.12815446
2014-04-30,1218067.14875048
2014-05-01,1757136.76723042
2014-05-02,1759695.44456871
2014-05-03,933471.692663953
2014-05-04,1038106.48775345
2014-05-05,2863020.95888306
2014-05-06,1933371.20499191
2014-05-07,2404770.67015498
2014-05-08,1793067.73088131
2014-05-09,1346783.00911327
2014-05-10,1271106.02401386
2014-05-11,1467078.98124412
2014-05-12,1330988.98417394
2014-05-13,1243213.14302398
2014-05-14,6712071.24890145
2014-05-15,1860522.79204041
2014-05-16,1390212.65743403
2014-05-17,998539.929491286
2014-05-18,1851753.30097043
2014-05-19,2247040.24143014
2014-05-20,2976766.58043146
2014-05-21,2636284.17514586
2014-05-22,3055211.58538566
2014-05-23,2413395.44514935
2014-05-24,11320275.9658157
2014-05-25,6167599.58256536
2014-05-26,3125349.73923712
2014-05-27,28917297.7975514
2014-05-28,2784912.33226008
2014-05-29,1927537.38792339
2014-05-30,4938585.49125508
2014-05-31,5591965.41020931
2014-06-01,4108095.25977356
2014-06-02,4003187.35750378
2014-06-03,3235644.86064944
2014-06-04,3532963.56565742
2014-06-05,2348680.33292962
2014-06-06,2921369.76232606
2014-06-07,1573261.82666162
2014-06-08,2333087.96348029
2014-06-09,5393098.37821741
2014-06-10,10444565.6740985
2014-06-11,12427600.9629611
2014-06-12,50393891.9519753
2014-06-13,3643760.17586865
2014-06-14,1387588.19188938
2014-06-15,1012177.39923352
2014-06-16,3329454.50155231
2014-06-17,1759756.37777371
2014-06-18,2184436.76907157
2014-06-19,2267482.91760136
2014-06-20,1901983.94478454
2014-06-21,1494638.0416985
2014-06-22,1994313.19046769
2014-06-23,3980694.97669023
2014-06-24,7622902.91156666
2014-06-25,1565561.12579868
2014-06-26,3997852.89196165
2014-06-27,1859015.65956595
2014-06-28,946187.920001765
2014-06-29,1403926.73253625
2014-06-30,5160426.10266509
2014-07-01,4236752.91909427
2014-07-02,5798661.76488831
2014-07-03,5380421.82174145
2014-07-04,1706328.65563477
2014-07-05,2038618.677422
2014-07-06,1467930.63492225
2014-07-07,2150634.88444465
2014-07-08,975577.228373201
2014-07-09,4937054.34525023
2014-07-10,2749763.22745692
2014-07-11,1199990.20983199
2014-07-12,1809965.11083547
2014-07-13,980892.769106091
2014-07-14,1622321.34103677
2014-07-15,2081388.06471591
2014-07-16,1650610.92644365
2014-07-17,2970668.97511222
2014-07-18,2894539.83758942
2014-07-19,2933568.45017594
2014-07-20,2164213.39398891
2014-07-21,5313130.21148307
2014-07-22,2410890.13229211
2014-07-23,6844442.20592288
2014-07-24,4190588.76382206
2014-07-25,2288434.6851444
2014-07-26,1723994.71832848
2014-07-27,2422624.17939639
2014-07-28,3837986.58237583
2014-07-29,3487025.22561159
2014-07-30,1963505.19614396
2014-07-31,3125928.81702172
2014-08-01,7259611.21961731
2014-08-02,2411379.97965814
2014-08-03,1745396.2107961
2014-08-04,6888001.33927315
2014-08-05,24727436.3314283
2014-08-06,3780940.72396527
2014-08-07,3691429.11076487
2014-08-08,1838503.38374548
2014-08-09,2259887.72354577
2014-08-10,1949889.49088226
2014-08-11,2121173.7683606
2014-08-12,3006347.88562546
2014-08-13,3827496.92996251
2014-08-14,3006216.93782107
2014-08-15,4130865.47961473
2014-08-16,2421239.61169276
2014-08-17,2990414.72119762
2014-08-18,5314790.96008965
2014-08-19,2978237.03934638
2014-08-20,2008627.67977756
2014-08-21,7905739.11867922
2014-08-22,4395823.13613665
2014-08-23,6646708.8828238
2014-08-24,1679669.62571027
2014-08-25,5612448.72819422
2014-08-26,3266188.9696788
2014-08-27,2399923.04174618
2014-08-28,10684673.8686505
2014-08-29,9710869.89260444
2014-08-30,1995922.71925529
2014-08-31,3155411.26855287
2014-09-01,5220873.17366672
2014-09-02,3617957.94916855
2014-09-03,3232244.90207248
2014-09-04,4699263.99292601
2014-09-05,5661268.83089139
2014-09-06,8879125.21143071
2014-09-07,2825924.85482105
2014-09-08,1886350.45270719
2014-09-09,9540949.94993601
2014-09-10,4138707.0486904
2014-09-11,3243031.10076433
2014-09-12,3829936.44408012
2014-09-13,1459767.66528768
2014-09-14,1781984.92959087
2014-09-15,5007378.02394277
2014-09-16,2167011.14849906
2014-09-17,3801083.54428551
2014-09-18,6270668.78941183
2014-09-19,5086845.87657362
2014-09-20,13122972.9899482
2014-09-21,4206708.04249824
2014-09-22,1668689.21160874
2014-09-23,3871722.30225595
2014-09-24,2127571.57955707
2014-09-25,2386221.62136905
2014-09-26,4886059.62814146
2014-09-27,1513971.7580616
2014-09-28,3317154.52764787
2014-09-29,7357004.84092131
2014-09-30,4633559.08024312
2014-10-01,3627527.64231063
2014-10-02,3680252.29583899
2014-10-03,5190305.11239749
2014-10-04,5938176.87172122
2014-10-05,14854728.1976788
2014-10-06,12082045.3608466
2014-10-07,4463734.2438647
2014-10-08,3848604.00645732
2014-10-09,2911212.79272516
2014-10-10,7861932.65261319
2014-10-11,1248971.76982908
2014-10-12,3263473.48217326
2014-10-13,4719529.54455586
2014-10-14,3678009.18615866
2014-10-15,7482198.67901016
2014-10-16,2947868.2148047
2014-10-17,4256811.1262423
2014-10-18,1258735.26997571
2014-10-19,2094633.42524443
2014-10-20,1916385.65856533
2014-10-21,1455810.9617607
2014-10-22,4190064.58396158
2014-10-23,4753624.43183214
2014-10-24,6407724.49379249
2014-10-25,1851771.3595162
2014-10-26,1128356.96297233
2014-10-27,3211969.63055089
2014-10-28,2461320.92045791
2014-10-29,3185968.73409855
2014-10-30,2999147.55006517
2014-10-31,3923292.41660471
2014-11-01,4125717.65395938
2014-11-02,1955159.80746984
2014-11-03,2501204.94039724
2014-11-04,3950262.98621227
2014-11-05,3794782.40537022
2014-11-06,4991374.7051334
2014-11-07,13811433.5359386
2014-11-08,5377651.58000951
2014-11-09,5605335.48258095
2014-11-10,3181003.13032536
2014-11-11,3562824.76967934
2014-11-12,5231618.49607706
2014-11-13,7279326.6182229
2014-11-14,4209651.42345296
2014-11-15,1851549.9309223
2014-11-16,1756387.44454616
2014-11-17,3587264.585058
2014-11-18,2820266.8625042
2014-11-19,4798143.97357232
2014-11-20,4770352.27222812
2014-11-21,2064508.89345024
2014-11-22,1263210.43940311
2014-11-23,1160987.62896223
2014-11-24,2431362.00674821
2014-11-25,3166890.8101913
2014-11-26,4165473.2626742
2014-11-27,1673704.59826985
2014-11-28,52573790.1024041
2014-11-29,2502639.85272858
2014-11-30,2460449.73477111
2014-12-01,4750901.24391015
