,open,high,low,close,volume
2021-09-03,170.59,171.55,170.15,171.06,8353646.0
2021-09-07,169.56,169.78,167.63,167.71,10007697.0
2021-09-08,168.02,168.08,166.7,167.29,6575990.0
2021-09-09,168.17,168.28,166.83,168.03,6641424.0
2021-09-10,167.81,168.08,167.145,167.18,7426272.0
2021-09-13,167.45,168.22,167.395,167.74,5474323.0
2021-09-14,168.22,169.16,167.48,168.82,7922917.0
2021-09-15,168.1332,168.36,167.45,167.83,5624883.0
2021-09-16,164.38,164.44,163.233,164.03,11780399.0
2021-09-17,163.86,164.32,163.4,163.77,8369679.0
2021-09-20,164.29,165.28,164.07,164.94,7566577.0
2021-09-21,165.81,166.63,165.49,166.04,7181458.0
2021-09-22,165.89,167.15,165.03,165.42,9777794.0
2021-09-23,164.1,164.2,163.27,163.51,8451899.0
2021-09-24,163.0,164.0,162.74,163.3,6937521.0
2021-09-27,163.85,164.3608,163.51,163.64,4942989.0
2021-09-28,162.73,162.82,161.73,162.05,9282755.0
2021-09-29,162.35,162.74,160.97,161.32,8360656.0
2021-09-30,162.66,164.95,162.34,164.22,10574824.0
2021-10-01,164.27,164.96,163.885,164.59,6654686.0
2021-10-04,163.69,165.54,163.47,165.36,7651658.0
2021-10-05,163.94,164.85,163.49,164.59,5617283.0
2021-10-06,164.23,165.06,164.1531,165.03,6067156.0
2021-10-07,164.02,164.8507,163.96,164.16,4791505.0
2021-10-08,166.32,166.42,164.135,164.23,8536109.0
2021-10-11,164.04,164.58,163.91,163.92,3820087.0
2021-10-12,164.5701,165.44,164.31,164.66,5453049.0
2021-10-13,165.28,167.92,165.28,167.59,11118291.0
2021-10-14,168.19,168.22,167.71,168.0,5083847.0
2021-10-15,165.39,166.09,165.1,165.33,8699223.0
2021-10-18,165.42,165.59,164.81,164.92,4029594.0
2021-10-19,166.5,166.5,165.2001,165.45,6588473.0
2021-10-20,166.21,167.11,165.9258,166.9,5022036.0
2021-10-21,166.7,166.94,166.24,166.75,4412389.0
2021-10-22,168.67,169.54,166.67,167.77,10703927.0
2021-10-25,168.66,169.21,168.53,168.93,4881346.0
2021-10-26,167.88,167.91,166.63,167.68,6658890.0
2021-10-27,167.73,168.2,166.86,168.12,5823080.0
2021-10-28,168.98,169.25,167.53,168.08,7000717.0
2021-10-29,166.29,166.73,165.64,166.65,7531872.0
2021-11-01,167.38,167.84,166.91,167.52,4963736.0
2021-11-02,167.43,167.63,166.963,167.16,3603983.0
2021-11-03,165.34,165.95,164.38,165.77,9055208.0
2021-11-04,167.51,168.14,167.37,167.65,6656097.0
2021-11-05,168.42,169.94,167.85,169.84,9368948.0
2021-11-08,170.43,170.7,170.06,170.45,4966135.0
2021-11-09,170.73,171.31,170.12,171.29,5686157.0
