time,high,low,open,close,returns
2017-10-01,0.08806,0.01497,0.03925,0.02519,
2017-10-02,0.03063,0.01972,0.02519,0.02588,0.02739182215164737
2017-10-03,0.02683,0.02066,0.02588,0.02084,-0.19474497681607417
2017-10-04,0.02308,0.02033,0.02084,0.02189,0.05038387715930903
2017-10-05,0.02269,0.02096,0.02189,0.02152,-0.016902695294655046
2017-10-06,0.02186,0.01814,0.02152,0.01849,-0.14079925650557623
2017-10-07,0.02182,0.01774,0.01849,0.0208,0.12493239588966998
2017-10-08,0.0244,0.02015,0.0208,0.02052,-0.013461538461538414
2017-10-09,0.0237,0.02107,0.02052,0.02207,0.07553606237816757
2017-10-10,0.02229,0.0211,0.02207,0.02148,-0.026733121884911615
2017-10-11,0.02263,0.02123,0.02148,0.02253,0.04888268156424602
2017-10-12,0.02743,0.0232,0.02253,0.02635,0.16955170883266746
2017-10-13,0.03456,0.02537,0.02635,0.03354,0.27286527514231507
2017-10-14,0.03955,0.02953,0.03354,0.03221,-0.039654144305307004
2017-10-15,0.03293,0.02958,0.03221,0.03003,-0.06768084445824285
2017-10-16,0.03139,0.0288,0.02992,0.02891,-0.037296037296037254
2017-10-17,0.02878,0.02475,0.02891,0.02721,-0.05880318228986514
2017-10-18,0.02766,0.02587,0.02721,0.02665,-0.020580668871738372
2017-10-19,0.02758,0.02616,0.02666,0.02701,0.013508442776735352
2017-10-20,0.03164,0.02799,0.02701,0.0305,0.12921140318400592
2017-10-21,0.03093,0.02763,0.0305,0.02841,-0.06852459016393442
2017-10-22,0.02842,0.02752,0.02841,0.0277,-0.024991200281591075
2017-10-23,0.02757,0.0245,0.0277,0.0258,-0.06859205776173283
2017-10-24,0.02839,0.02266,0.0258,0.02701,0.046899224806201456
2017-10-25,0.02867,0.02666,0.02701,0.02741,0.01480932987782313
2017-10-26,0.02838,0.02655,0.02741,0.02714,-0.009850419554906953
2017-10-27,0.02657,0.02508,0.02714,0.02646,-0.025055268975681666
2017-10-28,0.02634,0.02577,0.02646,0.02588,-0.02191987906273618
2017-10-29,0.03012,0.02754,0.02588,0.02834,0.09505409582689328
2017-10-30,0.02885,0.02744,0.02834,0.02854,0.007057163020465662
2017-10-31,0.03174,0.02897,0.02854,0.03051,0.06902592852137346
2017-11-01,0.032,0.02298,0.03057,0.02304,-0.2448377581120943
2017-11-02,0.02634,0.01784,0.02304,0.02129,-0.07595486111111116
2017-11-03,0.0236,0.0196,0.02129,0.02253,0.05824330671676847
2017-11-04,0.0243,0.02172,0.0223,0.02194,-0.026187305814469597
2017-11-05,0.02283,0.02062,0.02194,0.02069,-0.0569735642661805
2017-11-06,0.02324,0.01949,0.02069,0.02185,0.056065732237796206
2017-11-07,0.02379,0.02145,0.02185,0.02209,0.010983981693363676
2017-11-08,0.02754,0.02204,0.02209,0.02509,0.13580805794477158
2017-11-09,0.03493,0.02396,0.02509,0.03223,0.28457552809884423
2017-11-10,0.03014,0.02639,0.03223,0.02639,-0.1811976419484952
2017-11-11,0.0284,0.02568,0.02659,0.0272,0.03069344448654787
2017-11-12,0.02633,0.02228,0.0272,0.0241,-0.11397058823529405
2017-11-13,0.02739,0.02472,0.0241,0.0257,0.06639004149377592
2017-11-14,0.02672,0.02553,0.0257,0.02619,0.01906614785992211
2017-11-15,0.02891,0.0252,0.02619,0.02658,0.014891179839633395
2017-11-16,0.03008,0.0271,0.02658,0.02749,0.03423626787057943
2017-11-17,0.02687,0.02402,0.02741,0.02572,-0.06438704983630417
2017-11-18,0.02708,0.02544,0.02572,0.0263,0.02255054432348369
2017-11-19,0.02919,0.02662,0.0263,0.02807,0.06730038022813689
2017-11-20,0.03463,0.02795,0.02815,0.0296,0.05450659066619168
2017-11-21,0.02965,0.02786,0.0296,0.02835,-0.042229729729729715
